train_number,station_id,initial_delay_minutes,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation,event_id,frontier_checks
12228,JP,49.0,1,0,94.6,1,EVT001574,[]
12059,KGP,1.0,0,0,1.0,0,EVT001575,[]
12216,NDLS,1.0,0,0,1.0,0,EVT001576,[]
12122,SC,1.0,0,0,1.0,0,EVT001577,[]
12110,SDAH,14.0,2,0,35.3,0,EVT001578,[]
12105,KYN,1.0,0,0,1.0,0,EVT001579,[]
12207,DLI,1.0,0,0,1.0,0,EVT001580,[]
12010,MDU,16.0,0,0,16.0,0,EVT001581,[]
12111,NDLS,11.0,2,0,25.8,1,EVT001582,[]
12302,KGP,99.0,13,2,689.1,1,EVT001583,[]
12039,COR,45.0,2,0,123.7,1,EVT001584,[]
12108,BBS,33.0,2,0,89.5,1,EVT001585,[]
12204,ROU,31.0,1,0,59.5,1,EVT001586,[]
12158,MAS,37.0,5,1,139.5,1,EVT001587,[]
12068,BPL,58.0,2,0,160.8,1,EVT001588,[]
12047,GKP,9.0,1,0,16.6,1,EVT001589,[]
12096,SBC,38.0,2,0,103.7,1,EVT001590,[]
12228,JP,23.0,1,0,43.9,1,EVT001591,[]
12275,ASR,18.0,4,0,64.3,1,EVT001592,[]
12030,KYN,23.0,2,0,61.0,1,EVT001593,[]
12188,ROU,55.0,5,1,226.9,1,EVT001594,[]
12127,MLDT,58.0,1,0,112.2,0,EVT001595,[]
12000,GHY,26.0,1,0,49.8,0,EVT001596,[]
12013,MDU,31.0,0,0,31.0,0,EVT001597,[]
12257,MAO,30.0,4,0,118.6,1,EVT001598,[]
12305,PRYJ,9.0,2,0,21.0,1,EVT001599,[]
12205,MAS,19.0,3,0,60.4,1,EVT001600,[]
12159,COR,46.0,4,1,141.2,1,EVT001601,[]
12038,PNBE,35.0,3,0,119.8,1,EVT001602,[]
12227,BZA,49.0,5,1,140.7,1,EVT001603,[]
12195,DLI,32.0,1,0,61.5,1,EVT001604,[]
12182,COR,36.0,3,1,83.0,1,EVT001605,[]
12276,SBC,38.0,3,0,130.9,1,EVT001606,[]
12299,PRYJ,1.0,0,0,1.0,0,EVT001607,[]
12119,BZA,70.0,7,2,325.9,1,EVT001608,[]
12155,DLI,24.0,0,0,24.0,0,EVT001609,[]
12193,ERS,1.0,0,0,1.0,0,EVT001610,[]
12168,BZA,34.0,2,0,92.3,1,EVT001611,[]
12053,AII,2.0,0,0,2.0,0,EVT001612,[]
12293,HYB,22.0,0,0,22.0,0,EVT001613,[]
12103,VSKP,62.0,1,0,119.9,1,EVT001614,[]
12081,R,7.0,0,0,7.0,0,EVT001615,[]
12045,JBP,41.0,0,0,41.0,0,EVT001616,[]
12318,COR,41.0,2,0,112.3,1,EVT001617,[]
12282,BCT,48.0,1,0,92.7,1,EVT001618,[]
12021,UBL,23.0,2,1,49.6,1,EVT001619,[]
12281,UMB,1.0,0,0,1.0,0,EVT001620,[]
12199,MAS,1.0,0,0,1.0,0,EVT001621,[]
12070,COR,16.0,2,0,41.0,1,EVT001622,[]
12284,SDAH,45.0,0,0,45.0,0,EVT001623,[]
12008,MAO,12.0,1,0,22.4,1,EVT001624,[]
12269,SC,25.0,1,0,47.8,1,EVT001625,[]
12141,NGP,32.0,1,0,61.5,1,EVT001626,[]
12128,MFP,44.0,0,0,44.0,0,EVT001627,[]
12251,R,38.0,0,0,38.0,0,EVT001628,[]
12234,PRYJ,38.0,1,0,73.2,1,EVT001629,[]
12030,BBS,77.0,1,0,149.2,0,EVT001630,[]
12228,TVC,73.0,0,0,73.0,0,EVT001631,[]
12196,NGP,30.0,5,0,133.2,1,EVT001632,[]
12111,VSKP,38.0,2,0,103.7,1,EVT001633,[]
12222,BSP,47.0,2,0,129.4,1,EVT001634,[]
12032,COR,62.0,4,1,206.5,1,EVT001635,[]
12123,SC,1.0,0,0,1.0,0,EVT001636,[]
12082,GHY,11.0,2,0,25.8,1,EVT001637,[]
12133,JP,52.0,2,0,143.7,1,EVT001638,[]
12130,KYN,25.0,2,0,66.7,1,EVT001639,[]
12301,NDLS,33.0,1,0,63.4,1,EVT001640,[]
12168,BZA,71.0,2,0,197.9,1,EVT001641,[]
12285,JBP,7.0,0,0,7.0,0,EVT001642,[]
12068,CSMT,72.0,0,0,72.0,0,EVT001643,[]
12231,ADI,29.0,0,0,29.0,0,EVT001644,[]
12182,JP,38.0,3,1,69.3,1,EVT001645,[]
12192,GHY,1.0,0,0,1.0,0,EVT001646,[]
12174,BBS,73.0,0,0,73.0,0,EVT001647,[]
12229,ADI,33.0,0,0,33.0,0,EVT001648,[]
12152,JP,33.0,2,0,89.5,1,EVT001649,[]
12169,GHY,37.0,2,0,100.9,1,EVT001650,[]
12102,BBS,35.0,0,0,35.0,0,EVT001651,[]
12310,BPL,1.0,0,0,1.0,0,EVT001652,[]
12276,MYS,60.0,4,0,254.3,1,EVT001653,[]
12265,MDU,70.0,6,1,273.2,1,EVT001654,[]
12067,KGP,19.0,2,0,49.5,1,EVT001655,[]
12138,JP,4.0,0,0,4.0,0,EVT001656,[]
12315,HWH,26.0,1,0,49.8,0,EVT001657,[]
12217,SC,82.0,5,1,263.8,1,EVT001658,[]
12231,HWH,45.0,4,0,186.5,1,EVT001659,[]
12157,PRYJ,18.0,1,0,34.1,1,EVT001660,[]
12281,NDLS,36.0,1,0,69.2,0,EVT001661,[]
12080,KGP,1.0,0,0,1.0,0,EVT001662,[]
12120,BCT,20.0,2,0,52.4,1,EVT001663,[]
12291,NJP,30.0,0,0,30.0,0,EVT001664,[]
12061,VSKP,29.0,2,0,78.1,1,EVT001665,[]
12201,MLDT,1.0,0,0,1.0,0,EVT001666,[]
12159,RTM,19.0,3,0,60.4,1,EVT001667,[]
12282,NGP,18.0,0,0,18.0,0,EVT001668,[]
12226,SUR,1.0,0,0,1.0,0,EVT001669,[]
12233,HWH,26.0,3,0,86.4,1,EVT001670,[]
12305,NDLS,73.0,6,1,314.7,1,EVT001671,[]
12226,SUR,29.0,1,0,55.6,0,EVT001672,[]
12049,ADI,1.0,0,0,1.0,0,EVT001673,[]
12057,MAS,101.0,6,1,508.0,1,EVT001674,[]
12000,JP,4.0,0,0,4.0,0,EVT001675,[]
12107,SC,41.0,4,1,127.9,1,EVT001676,[]
12283,NDLS,41.0,2,0,112.3,1,EVT001677,[]
12125,GKP,20.0,1,0,38.0,1,EVT001678,[]
12045,BSP,18.0,1,0,34.1,1,EVT001679,[]
12035,MAO,48.0,2,0,132.3,1,EVT001680,[]
12229,GHY,67.0,1,0,129.7,1,EVT001681,[]
12064,RTM,55.0,5,1,191.5,1,EVT001682,[]
12110,NDLS,1.0,0,0,1.0,0,EVT001683,[]
12261,SDAH,65.0,3,0,231.1,1,EVT001684,[]
12214,ADI,18.0,1,0,34.1,1,EVT001685,[]
12206,SC,65.0,4,0,277.0,1,EVT001686,[]
12098,HWH,75.0,2,0,209.3,1,EVT001687,[]
12297,GHY,37.0,1,0,71.2,0,EVT001688,[]
12314,COR,1.0,0,0,1.0,0,EVT001689,[]
12220,HWH,50.0,1,0,96.5,0,EVT001690,[]
12296,AGC,1.0,0,0,1.0,0,EVT001691,[]
12261,SDAH,36.0,3,0,123.5,1,EVT001692,[]
12305,BSP,53.0,8,1,239.5,1,EVT001693,[]
12178,MAS,36.0,4,1,129.7,1,EVT001694,[]
12031,UMB,24.0,1,0,45.8,0,EVT001695,[]
12015,MAS,34.0,1,0,65.3,0,EVT001696,[]
12266,SBC,24.0,3,0,79.0,1,EVT001697,[]
12213,SC,14.0,0,0,14.0,0,EVT001698,[]
12052,LDH,83.0,8,1,441.8,1,EVT001699,[]
12319,SC,79.0,1,0,153.1,0,EVT001700,[]
12055,KGP,81.0,6,1,379.5,1,EVT001701,[]
12034,CSMT,27.0,1,0,51.7,0,EVT001702,[]
12291,NDLS,42.0,3,0,145.7,1,EVT001703,[]
12012,MAO,9.0,0,0,9.0,0,EVT001704,[]
12006,NDLS,1.0,0,0,1.0,0,EVT001705,[]
12319,ASN,89.0,5,0,445.8,1,EVT001706,[]
12100,PRYJ,16.0,1,0,30.2,1,EVT001707,[]
12059,TVC,19.0,0,0,19.0,0,EVT001708,[]
12112,UMB,15.0,3,0,45.6,1,EVT001709,[]
12305,NDLS,52.0,6,1,186.2,1,EVT001710,[]
12182,COR,14.0,1,0,26.4,1,EVT001711,[]
12230,ERS,22.0,3,0,71.5,1,EVT001712,[]
12289,DLI,1.0,0,0,1.0,0,EVT001713,[]
12202,GKP,15.0,4,0,50.7,1,EVT001714,[]
12184,HWH,1.0,0,0,1.0,0,EVT001715,[]
12021,UBL,27.0,3,1,69.1,1,EVT001716,[]
12302,KGP,40.0,6,1,146.4,1,EVT001717,[]
12276,MYS,1.0,0,0,1.0,0,EVT001718,[]
12278,COR,57.0,9,1,301.1,1,EVT001719,[]
12188,TATA,34.0,4,1,92.3,1,EVT001720,[]
12181,NJP,1.0,0,0,1.0,0,EVT001721,[]
12011,ADI,38.0,0,0,38.0,0,EVT001722,[]
12007,COR,40.0,2,0,109.4,1,EVT001723,[]
12253,GKP,35.0,3,0,119.8,1,EVT001724,[]
12055,MS,43.0,4,0,177.4,1,EVT001725,[]
12053,DHN,27.0,0,0,27.0,0,EVT001726,[]
12162,KYN,22.0,1,0,42.0,1,EVT001727,[]
12139,BZA,6.0,0,0,6.0,0,EVT001728,[]
12032,RTM,1.0,0,0,1.0,0,EVT001729,[]
12130,BBS,6.0,0,0,6.0,0,EVT001730,[]
12157,BSP,52.0,0,0,52.0,0,EVT001731,[]
12175,JP,64.0,3,0,227.4,1,EVT001732,[]
12067,DURG,49.0,5,0,233.9,1,EVT001733,[]
12030,CTC,1.0,0,0,1.0,0,EVT001734,[]
12011,MLDT,8.0,1,0,13.7,1,EVT001735,[]
12237,ROU,18.0,2,0,46.7,1,EVT001736,[]
12258,BBS,31.0,2,0,83.8,1,EVT001737,[]
12011,ADI,50.0,0,0,50.0,0,EVT001738,[]
12102,KYN,50.0,1,0,96.5,1,EVT001739,[]
12314,COR,4.0,0,0,4.0,0,EVT001740,[]
12268,DLI,5.0,0,0,5.0,0,EVT001741,[]
12043,VSKP,23.0,2,0,61.0,1,EVT001742,[]
12062,NDLS,60.0,3,1,183.3,1,EVT001743,[]
12260,KYN,17.0,0,0,17.0,0,EVT001744,[]
12172,VSKP,1.0,0,0,1.0,0,EVT001745,[]
12217,HYB,8.0,0,0,8.0,0,EVT001746,[]
12247,NDLS,23.0,2,0,61.0,1,EVT001747,[]
12273,JHS,48.0,5,1,189.3,1,EVT001748,[]
12234,NDLS,35.0,0,0,35.0,0,EVT001749,[]
12016,ADI,1.0,0,0,1.0,0,EVT001750,[]
12054,COR,31.0,0,0,31.0,0,EVT001751,[]
12111,MAS,5.0,0,0,5.0,0,EVT001752,[]
12007,BPL,54.0,4,1,156.0,1,EVT001753,[]
12144,MAS,40.0,0,0,40.0,0,EVT001754,[]
12171,PRYJ,38.0,2,0,103.7,1,EVT001755,[]
12064,NDLS,40.0,6,1,146.4,1,EVT001756,[]
12318,COR,1.0,0,0,1.0,0,EVT001757,[]
12206,KGP,3.0,0,0,3.0,0,EVT001758,[]
12108,MAS,4.0,0,0,4.0,0,EVT001759,[]
12085,MLDT,38.0,1,0,73.2,0,EVT001760,[]
12210,PUNE,41.0,2,0,112.3,1,EVT001761,[]
12160,BSP,33.0,1,0,63.4,1,EVT001762,[]
12023,ASR,62.0,6,1,226.4,1,EVT001763,[]
12065,NDLS,1.0,0,0,1.0,0,EVT001764,[]
12070,COR,48.0,2,0,132.3,1,EVT001765,[]
12220,KGP,40.0,2,0,109.4,1,EVT001766,[]
12157,BSP,23.0,0,0,23.0,0,EVT001767,[]
12056,JP,26.0,2,0,69.5,1,EVT001768,[]
12298,SC,7.0,0,0,7.0,0,EVT001769,[]
12093,ROU,30.0,2,0,80.9,1,EVT001770,[]
12154,NGP,1.0,0,0,1.0,0,EVT001771,[]
12035,PUNE,13.0,0,0,13.0,0,EVT001772,[]
12013,RTM,6.0,0,0,6.0,0,EVT001773,[]
12270,PRYJ,60.0,3,0,212.5,1,EVT001774,[]
12249,KGP,10.0,2,0,23.9,1,EVT001775,[]
12311,TATA,28.0,0,0,28.0,0,EVT001776,[]
12158,MAS,39.0,5,1,150.2,1,EVT001777,[]
12034,CSMT,1.0,0,0,1.0,0,EVT001778,[]
12112,NDLS,1.0,0,0,1.0,0,EVT001779,[]
12064,HWH,37.0,4,0,150.3,1,EVT001780,[]
12264,KYN,8.0,0,0,8.0,0,EVT001781,[]
12109,ROU,27.0,3,0,90.1,1,EVT001782,[]
12224,JU,44.0,6,0,229.7,1,EVT001783,[]
12226,BSL,1.0,0,0,1.0,0,EVT001784,[]
12107,MYS,44.0,4,1,102.3,1,EVT001785,[]
12241,BCT,37.0,3,1,93.2,1,EVT001786,[]
12093,HWH,12.0,0,0,12.0,0,EVT001787,[]
12187,BSP,51.0,3,0,179.1,1,EVT001788,[]
12053,COR,14.0,4,0,46.2,1,EVT001789,[]
12079,MAS,12.0,1,0,22.4,0,EVT001790,[]
12079,ERS,31.0,0,0,31.0,0,EVT001791,[]
12001,KYN,24.0,1,0,45.8,1,EVT001792,[]
12082,MLDT,16.0,1,0,30.2,0,EVT001793,[]
12142,KGP,1.0,0,0,1.0,0,EVT001794,[]
12118,JP,61.0,0,0,61.0,0,EVT001795,[]
12318,KYN,36.0,0,0,36.0,0,EVT001796,[]
12177,NJP,1.0,0,0,1.0,0,EVT001797,[]
12266,BPL,7.0,0,0,7.0,0,EVT001798,[]
12128,MFP,78.0,0,0,78.0,0,EVT001799,[]
12275,PURI,53.0,0,0,53.0,0,EVT001800,[]
12029,GHY,67.0,0,0,67.0,0,EVT001801,[]
12238,LDH,77.0,4,0,331.3,1,EVT001802,[]
12208,ASN,13.0,3,0,37.2,1,EVT001803,[]
12091,PRYJ,37.0,2,0,100.9,1,EVT001804,[]
12040,KYN,55.0,5,1,208.9,1,EVT001805,[]
12316,MAS,18.0,3,0,56.7,1,EVT001806,[]
12204,KGP,50.0,2,0,138.0,1,EVT001807,[]
12241,BBS,64.0,4,1,243.3,1,EVT001808,[]
12053,AII,52.0,6,0,277.9,1,EVT001809,[]
12271,KGP,34.0,2,0,92.3,1,EVT001810,[]
12252,SBC,23.0,3,0,75.3,1,EVT001811,[]
12095,JP,59.0,8,1,225.2,1,EVT001812,[]
12128,PNBE,61.0,1,0,118.0,0,EVT001813,[]
12202,NDLS,1.0,0,0,1.0,0,EVT001814,[]
12239,DLI,12.0,3,0,34.4,1,EVT001815,[]
12195,DLI,2.0,0,0,2.0,0,EVT001816,[]
12242,PRYJ,91.0,3,1,290.0,1,EVT001817,[]
12150,R,50.0,3,0,175.4,1,EVT001818,[]
12238,DLI,10.0,2,0,23.9,1,EVT001819,[]
12105,PURI,12.0,3,0,34.4,1,EVT001820,[]
12095,JP,8.0,1,0,14.6,1,EVT001821,[]
12275,BAM,1.0,0,0,1.0,0,EVT001822,[]
12303,ASN,19.0,0,0,19.0,0,EVT001823,[]
12206,SBC,52.0,5,0,249.8,1,EVT001824,[]
12260,KYN,7.0,0,0,7.0,0,EVT001825,[]
12039,MYS,62.0,5,0,302.8,1,EVT001826,[]
12072,GHY,20.0,1,0,38.0,1,EVT001827,[]
12044,PRYJ,27.0,0,0,27.0,0,EVT001828,[]
12132,SC,10.0,2,0,23.9,1,EVT001829,[]
12221,PNBE,52.0,5,0,249.8,1,EVT001830,[]
12144,MAS,25.0,0,0,25.0,0,EVT001831,[]
12057,BZA,1.0,0,0,1.0,0,EVT001832,[]
12267,GHY,1.0,0,0,1.0,0,EVT001833,[]
12171,PNBE,26.0,1,0,49.8,0,EVT001834,[]
12186,NJP,16.0,2,0,41.0,1,EVT001835,[]
12316,HWH,1.0,0,0,1.0,0,EVT001836,[]
12135,BSP,36.0,2,0,98.0,1,EVT001837,[]
12116,BSP,57.0,7,1,264.7,1,EVT001838,[]
12257,MAO,12.0,2,0,28.6,1,EVT001839,[]
12126,NGP,21.0,1,0,40.0,1,EVT001840,[]
12158,MAS,55.0,5,1,235.8,1,EVT001841,[]
12257,SBC,79.0,11,2,504.8,1,EVT001842,[]
12256,DLI,1.0,0,0,1.0,0,EVT001843,[]
12009,PRYJ,28.0,2,0,75.2,1,EVT001844,[]
12075,COR,23.0,2,0,61.0,1,EVT001845,[]
12199,SBC,41.0,8,1,192.8,1,EVT001846,[]
12094,JP,56.0,2,1,115.3,0,EVT001847,[]
12049,ST,1.0,0,0,1.0,0,EVT001848,[]
12226,SUR,61.0,5,1,205.1,1,EVT001849,[]
12002,BSP,48.0,3,0,168.0,1,EVT001850,[]
12115,NGP,1.0,0,0,1.0,0,EVT001851,[]
12076,SBC,47.0,0,0,47.0,0,EVT001852,[]
12033,SBC,77.0,0,0,77.0,0,EVT001853,[]
12079,DURG,58.0,5,0,281.6,1,EVT001854,[]
12134,NDLS,24.0,3,0,79.0,1,EVT001855,[]
12260,AGC,36.0,3,0,123.5,1,EVT001856,[]
12215,BPL,8.0,1,0,14.6,1,EVT001857,[]
12194,MFP,57.0,6,1,259.4,1,EVT001858,[]
12094,COR,26.0,2,0,69.5,1,EVT001859,[]
12053,AII,51.0,6,0,271.9,1,EVT001860,[]
12137,SBC,29.0,0,0,29.0,0,EVT001861,[]
12220,MAS,44.0,3,0,153.2,1,EVT001862,[]
12139,CTC,43.0,6,1,161.2,1,EVT001863,[]
12302,KGP,39.0,5,1,135.4,1,EVT001864,[]
12131,ROU,18.0,3,0,56.7,1,EVT001865,[]
12121,KYN,33.0,0,0,33.0,0,EVT001866,[]
12086,VSKP,24.0,1,0,45.8,1,EVT001867,[]
12218,MAO,46.0,2,0,126.6,1,EVT001868,[]
12033,SC,63.0,1,0,121.9,1,EVT001869,[]
12100,SDAH,47.0,8,1,216.6,1,EVT001870,[]
12183,GKP,48.0,5,1,189.3,1,EVT001871,[]
12154,DLI,28.0,0,0,28.0,0,EVT001872,[]
12075,TVC,1.0,0,0,1.0,0,EVT001873,[]
12282,CTC,22.0,3,0,71.5,1,EVT001874,[]
12235,NGP,1.0,0,0,1.0,0,EVT001875,[]
12090,PNBE,60.0,6,1,213.3,1,EVT001876,[]
12154,NGP,20.0,1,0,38.0,1,EVT001877,[]
12114,BPL,35.0,1,0,67.3,1,EVT001878,[]
12051,GHY,22.0,1,0,42.0,0,EVT001879,[]
12121,KYN,46.0,0,0,46.0,0,EVT001880,[]
12002,BSP,50.0,3,0,175.4,1,EVT001881,[]
12232,BZA,17.0,0,0,17.0,0,EVT001882,[]
12198,PNBE,51.0,5,1,148.0,1,EVT001883,[]
12045,JBP,55.0,0,0,55.0,0,EVT001884,[]
12054,COR,1.0,0,0,1.0,0,EVT001885,[]
12285,JBP,49.0,3,0,171.7,1,EVT001886,[]
12311,KGP,17.0,1,0,32.2,0,EVT001887,[]
12000,ADI,44.0,2,0,120.9,1,EVT001888,[]
12119,BZA,46.0,5,2,153.6,1,EVT001889,[]
12193,KGP,18.0,2,0,46.7,1,EVT001890,[]
12029,ADI,28.0,1,0,53.6,1,EVT001891,[]
12100,SDAH,53.0,8,1,261.5,1,EVT001892,[]
12164,NGP,13.0,1,0,24.4,1,EVT001893,[]
12262,NDLS,27.0,2,0,72.4,1,EVT001894,[]
12274,BBS,8.0,1,0,14.6,0,EVT001895,[]
12209,SUR,54.0,9,1,276.7,1,EVT001896,[]
12171,PUNE,47.0,3,0,164.3,1,EVT001897,[]
12207,SDAH,28.0,3,0,93.8,1,EVT001898,[]
12223,BZA,52.0,7,1,254.6,1,EVT001899,[]
12310,BZA,25.0,2,0,66.7,1,EVT001900,[]
12290,KGP,1.0,0,0,1.0,0,EVT001901,[]
12031,UMB,29.0,1,0,55.6,0,EVT001902,[]
12170,CSMT,25.0,3,0,82.7,1,EVT001903,[]
12043,BCT,56.0,9,1,282.8,1,EVT001904,[]
12036,KGP,17.0,2,0,43.8,1,EVT001905,[]
12199,MAS,1.0,0,0,1.0,0,EVT001906,[]
12133,COR,52.0,1,0,100.4,0,EVT001907,[]
12238,KYN,22.0,0,0,22.0,0,EVT001908,[]
12220,HWH,35.0,1,0,67.3,0,EVT001909,[]
12311,TATA,12.0,0,0,12.0,0,EVT001910,[]
12014,CTC,2.0,0,0,2.0,0,EVT001911,[]
12249,MAS,66.0,9,2,321.1,1,EVT001912,[]
12185,BBS,60.0,4,2,199.4,1,EVT001913,[]
12077,NGP,57.0,1,0,110.2,1,EVT001914,[]
12107,SBC,46.0,5,1,142.6,1,EVT001915,[]
12225,VSKP,64.0,1,0,123.8,1,EVT001916,[]
12292,SC,52.0,1,0,100.4,0,EVT001917,[]
12316,MS,29.0,4,0,114.1,1,EVT001918,[]
12149,CSMT,10.0,2,0,22.9,1,EVT001919,[]
12107,MYS,24.0,0,0,24.0,0,EVT001920,[]
12212,PRYJ,44.0,6,1,181.2,1,EVT001921,[]
12286,JP,21.0,1,0,40.0,0,EVT001922,[]
12025,AII,39.0,3,0,134.6,1,EVT001923,[]
12187,PRYJ,1.0,0,0,1.0,0,EVT001924,[]
12247,MAS,46.0,4,0,191.0,1,EVT001925,[]
12021,UBL,27.0,3,1,69.1,1,EVT001926,[]
12077,CTC,8.0,1,0,13.7,0,EVT001927,[]
12096,SBC,8.0,1,0,13.7,1,EVT001928,[]
12266,MYS,5.0,0,0,5.0,0,EVT001929,[]
12277,NGP,1.0,0,0,1.0,0,EVT001930,[]
12071,AII,37.0,4,0,150.3,1,EVT001931,[]
12216,BPL,3.0,0,0,3.0,0,EVT001932,[]
12149,BBS,19.0,1,0,36.1,0,EVT001933,[]
12156,COR,1.0,0,0,1.0,0,EVT001934,[]
12073,PURI,7.0,0,0,7.0,0,EVT001935,[]
12310,BZA,33.0,2,0,89.5,1,EVT001936,[]
12186,ADI,5.0,0,0,5.0,0,EVT001937,[]
12295,KGP,26.0,2,0,69.5,1,EVT001938,[]
12246,BSP,43.0,3,0,149.4,1,EVT001939,[]
12276,SBC,22.0,3,0,71.5,1,EVT001940,[]
12199,MAS,16.0,1,0,30.2,0,EVT001941,[]
12169,GHY,23.0,2,0,61.0,1,EVT001942,[]
12186,GHY,34.0,3,0,116.1,1,EVT001943,[]
12228,JP,1.0,0,0,1.0,0,EVT001944,[]
12096,MYS,59.0,3,0,208.8,1,EVT001945,[]
12176,BPL,51.0,1,0,98.5,1,EVT001946,[]
12038,ERS,30.0,0,0,30.0,0,EVT001947,[]
12249,KGP,32.0,3,1,92.6,1,EVT001948,[]
12232,BZA,41.0,0,0,41.0,0,EVT001949,[]
12109,BSP,5.0,0,0,5.0,0,EVT001950,[]
12108,BCT,34.0,3,0,116.1,1,EVT001951,[]
12223,HYB,15.0,0,0,15.0,0,EVT001952,[]
12250,MAS,43.0,6,1,153.1,1,EVT001953,[]
12090,KGP,39.0,2,0,106.6,1,EVT001954,[]
12081,R,57.0,7,1,261.1,1,EVT001955,[]
12290,NJP,81.0,9,1,501.4,1,EVT001956,[]
12106,MAS,53.0,2,1,105.0,1,EVT001957,[]
12213,BCT,1.0,0,0,1.0,0,EVT001958,[]
12254,BBS,6.0,0,0,6.0,0,EVT001959,[]
12002,BSP,58.0,3,0,205.1,1,EVT001960,[]
12237,BSP,1.0,0,0,1.0,0,EVT001961,[]
12191,TVC,2.0,0,0,2.0,0,EVT001962,[]
12211,TVC,24.0,4,0,91.5,1,EVT001963,[]
12182,COR,43.0,4,1,119.5,1,EVT001964,[]
12203,PRYJ,17.0,3,0,53.0,1,EVT001965,[]
12190,COR,1.0,0,0,1.0,0,EVT001966,[]
12169,GHY,19.0,2,0,49.5,1,EVT001967,[]
12171,PRYJ,19.0,2,0,49.5,1,EVT001968,[]
12297,JBP,22.0,3,0,71.5,1,EVT001969,[]
12124,VSKP,68.0,7,1,335.9,1,EVT001970,[]
12302,KGP,61.0,7,1,294.0,1,EVT001971,[]
12189,NDLS,50.0,2,0,138.0,1,EVT001972,[]
12116,ROU,12.0,3,0,34.4,1,EVT001973,[]
12302,DHN,2.0,0,0,2.0,0,EVT001974,[]
12068,CSMT,17.0,0,0,17.0,0,EVT001975,[]
12280,NDLS,11.0,0,0,11.0,0,EVT001976,[]
12032,UBL,50.0,7,1,231.1,1,EVT001977,[]
12277,ASR,13.0,0,0,13.0,0,EVT001978,[]
12001,MAO,30.0,0,0,30.0,0,EVT001979,[]
12231,MLDT,1.0,0,0,1.0,0,EVT001980,[]
12185,BBS,32.0,3,1,87.8,1,EVT001981,[]
12307,BSP,13.0,1,0,24.4,1,EVT001982,[]
12008,MAO,27.0,1,0,51.7,1,EVT001983,[]
12138,ERS,40.0,5,0,186.2,1,EVT001984,[]
12166,SUR,21.0,3,0,67.8,1,EVT001985,[]
12104,KGP,39.0,3,1,100.8,1,EVT001986,[]
12296,AGC,78.0,4,1,294.6,1,EVT001987,[]
12141,DLI,39.0,2,0,106.6,1,EVT001988,[]
12134,PURI,43.0,0,0,43.0,0,EVT001989,[]
12081,R,76.0,7,1,390.2,1,EVT001990,[]
12317,VSKP,52.0,1,0,100.4,0,EVT001991,[]
12288,ST,55.0,0,0,55.0,0,EVT001992,[]
12010,BSL,41.0,4,0,168.4,1,EVT001993,[]
12115,BCT,53.0,0,0,53.0,0,EVT001994,[]
12132,TVC,23.0,4,0,86.9,1,EVT001995,[]
12133,COR,6.0,0,0,6.0,0,EVT001996,[]
12216,LDH,1.0,0,0,1.0,0,EVT001997,[]
12043,CBE,68.0,5,1,239.6,1,EVT001998,[]
12057,KGP,4.0,0,0,4.0,0,EVT001999,[]
12118,TVC,3.0,0,0,3.0,0,EVT002000,[]
12103,BZA,35.0,0,0,35.0,0,EVT002001,[]
12238,DLI,38.0,2,0,103.7,1,EVT002002,[]
12248,TATA,32.0,4,0,127.7,1,EVT002003,[]
12035,UBL,71.0,3,0,253.3,1,EVT002004,[]
12072,ADI,19.0,0,0,19.0,0,EVT002005,[]
12057,BZA,58.0,8,1,298.8,1,EVT002006,[]
12130,BBS,62.0,1,0,119.9,0,EVT002007,[]
12174,BBS,57.0,0,0,57.0,0,EVT002008,[]
12150,R,32.0,3,0,108.6,1,EVT002009,[]
12048,ADI,1.0,0,0,1.0,0,EVT002010,[]
12017,LDH,69.0,1,0,133.6,0,EVT002011,[]
12087,MAS,3.0,0,0,3.0,0,EVT002012,[]
12114,BPL,11.0,1,0,20.5,1,EVT002013,[]
12041,PRYJ,27.0,2,0,72.4,1,EVT002014,[]
12214,BBS,26.0,3,0,86.4,1,EVT002015,[]
12027,RTM,45.0,6,1,177.9,1,EVT002016,[]
12137,MAS,33.0,2,0,89.5,1,EVT002017,[]
12109,TATA,5.0,0,0,5.0,0,EVT002018,[]
12125,PNBE,77.0,8,2,292.6,1,EVT002019,[]
12310,BPL,43.0,1,0,82.9,0,EVT002020,[]
12302,MAS,70.0,10,2,360.9,1,EVT002021,[]
12139,BBS,53.0,7,1,253.5,1,EVT002022,[]
12180,GHY,62.0,9,1,301.4,1,EVT002023,[]
12156,NDLS,72.0,1,0,139.4,1,EVT002024,[]
12291,MLDT,72.0,8,2,300.8,1,EVT002025,[]
12132,DLI,13.0,0,0,13.0,0,EVT002026,[]
12264,MAO,29.0,1,0,55.6,1,EVT002027,[]
12194,NDLS,15.0,1,0,28.3,1,EVT002028,[]
12128,PNBE,1.0,0,0,1.0,0,EVT002029,[]
12050,JBP,34.0,4,0,136.7,1,EVT002030,[]
12133,JP,36.0,2,0,98.0,1,EVT002031,[]
12062,SDAH,58.0,2,1,128.9,1,EVT002032,[]
12084,DLI,31.0,5,1,83.1,1,EVT002033,[]
12050,PURI,29.0,0,0,29.0,0,EVT002034,[]
12074,SBC,58.0,3,0,205.1,1,EVT002035,[]
12026,PRYJ,12.0,2,0,29.6,1,EVT002036,[]
