scenario_id,train_number,station_id,zone_id,initial_delay_minutes,station_degree,platform_capacity,track_congestion_index,has_rolling_stock_dependency,weather_condition,weather_severity,delay_cause,traffic_category,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation
SIM001260,12082,MLDT,ER,16,5,5,0.33,0,Rain,1,Rolling Stock,LOW,1,0,23.4,0
SIM001261,12085,MLDT,ER,38,5,5,0.58,0,Clear,0,Rolling Stock,LOW,3,0,196.6,1
SIM001262,12207,SDAH,ER,29,3,20,0.54,0,Clear,0,Weather,HIGH,2,0,107.2,1
SIM001263,12134,HWH,ER,11,5,23,0.55,0,Clear,0,Infrastructure,HIGH,1,0,16.6,0
SIM001264,12253,PNBE,ECR,25,7,10,1.07,1,Fog,2,Crew,HIGH,2,0,88.9,1
SIM001265,12072,GHY,NFR,37,4,6,1.23,0,Heavy Rain,2,Weather,HIGH,3,0,200.0,1
SIM001266,12016,NGP,CR,31,7,8,0.65,1,Fog,2,Crew,HIGH,2,0,144.8,1
SIM001267,12017,UMB,NR,5,3,8,0.7,0,Fog,2,Weather,MEDIUM,0,0,5.0,0
SIM001268,12154,NGP,CR,1,7,8,1.2,0,Fog,2,Infrastructure,HIGH,0,0,1.0,0
SIM001269,12031,LDH,NR,60,3,6,0.88,0,Clear,0,Crew,MEDIUM,5,0,875.8,1
SIM001270,12022,COR,WCR,22,5,8,0.79,1,Clear,0,Infrastructure,MEDIUM,1,0,50.5,1
SIM001271,12141,NGP,CR,1,7,8,0.53,0,Rain,1,Signal,HIGH,0,0,1.0,0
SIM001272,12041,JHS,NCR,11,3,7,0.26,1,Clear,0,Crew,MEDIUM,1,0,16.8,0
SIM001273,12230,JU,NWR,82,3,6,0.83,1,Clear,0,Signal,MEDIUM,5,0,2364.9,0
SIM001274,12248,MLDT,ER,22,5,5,0.7,1,Fog,2,Infrastructure,LOW,2,0,68.2,1
SIM001275,12128,MFP,ECR,41,3,6,0.65,1,Storm,3,Weather,MEDIUM,4,0,343.3,1
SIM001276,12052,LDH,NR,5,3,6,0.14,1,Rain,1,Passenger,MEDIUM,0,0,5.0,0
SIM001277,12078,MAS,SR,35,9,12,0.38,1,Clear,0,Signal,HIGH,3,2,233.2,0
SIM001278,12239,DLI,NR,48,3,10,1.25,1,Clear,0,Crew,HIGH,4,0,424.3,1
SIM001279,12183,GKP,NER,17,5,10,0.25,1,Clear,0,Weather,HIGH,1,0,30.4,1
SIM001280,12295,ASN,ER,74,4,8,0.64,1,Clear,0,Weather,MEDIUM,5,0,1806.1,1
SIM001281,12039,RTM,WR,69,4,6,0.53,0,Heavy Rain,2,Rolling Stock,MEDIUM,5,0,1217.3,1
SIM001282,12015,SC,SCR,21,7,10,0.61,1,Clear,0,Signal,HIGH,2,0,72.3,0
SIM001283,12292,SC,SCR,19,7,10,1.17,0,Fog,2,Rolling Stock,HIGH,1,0,39.7,0
SIM001284,12156,PURI,ECoR,68,2,5,0.76,0,Fog,2,Passenger,MEDIUM,5,0,803.7,1
SIM001285,12220,BWN,ER,45,3,6,0.97,1,Clear,0,Rolling Stock,MEDIUM,3,2,417.1,1
SIM001286,12102,BBS,ECoR,46,6,6,0.29,1,Rain,1,Crew,HIGH,4,2,405.6,1
SIM001287,12147,UBL,SWR,27,3,6,0.15,0,Clear,0,Infrastructure,MEDIUM,2,0,112.4,1
SIM001288,12010,SC,SCR,1,7,10,0.18,1,Rain,1,Operational,HIGH,0,0,1.0,0
SIM001289,12276,SC,SCR,81,7,10,0.99,1,Rain,1,Rolling Stock,HIGH,5,4,1642.9,1
SIM001290,12202,VSKP,ECoR,29,5,8,0.42,1,Clear,0,Infrastructure,HIGH,3,0,137.9,1
SIM001291,12206,MAS,SR,1,9,12,0.48,1,Heavy Rain,2,Rolling Stock,HIGH,0,0,1.0,0
SIM001292,12218,UBL,SWR,26,3,6,0.39,1,Clear,0,Operational,MEDIUM,2,0,109.5,1
SIM001293,12078,CSMT,CR,47,8,18,1.05,1,Clear,0,Infrastructure,HIGH,3,2,469.7,1
SIM001294,12031,UMB,NR,29,3,8,0.61,0,Clear,0,Crew,MEDIUM,2,0,141.2,0
SIM001295,12242,PRYJ,NCR,7,6,10,0.76,1,Clear,0,Passenger,HIGH,0,0,7.0,0
SIM001296,12017,UMB,NR,63,3,8,0.51,0,Clear,0,Operational,MEDIUM,5,0,1148.8,1
SIM001297,12228,TVC,SR,66,5,5,1.16,1,Rain,1,Infrastructure,HIGH,5,2,1303.4,0
SIM001298,12206,SBC,SWR,52,4,10,0.86,1,Rain,1,Weather,HIGH,4,2,515.8,1
SIM001299,12218,MYS,SWR,32,2,5,0.21,1,Rain,1,Rolling Stock,MEDIUM,2,0,108.1,1
SIM001300,12023,DLI,NR,66,3,10,0.64,1,Heavy Rain,2,Signal,HIGH,5,2,1388.1,1
SIM001301,12319,HYB,SCR,37,1,6,0.97,0,Clear,0,Signal,MEDIUM,3,0,117.3,1
SIM001302,12271,KGP,SER,1,5,9,0.86,1,Clear,0,Rolling Stock,HIGH,0,0,1.0,0
SIM001303,12042,BSP,SECR,42,6,8,0.54,0,Clear,0,Operational,HIGH,3,0,267.6,1
SIM001304,12219,VSKP,ECoR,14,5,8,0.85,1,Clear,0,Signal,HIGH,1,0,27.1,1
SIM001305,12052,PUNE,CR,40,5,6,0.48,1,Clear,0,Signal,HIGH,3,0,302.4,1
SIM001306,12113,VSKP,ECoR,15,5,8,0.69,1,Fog,2,Signal,HIGH,1,0,23.2,0
SIM001307,12285,JBP,WCR,51,4,7,1.11,1,Heavy Rain,2,Infrastructure,HIGH,4,0,588.2,1
SIM001308,12073,VSKP,ECoR,33,5,8,0.29,1,Clear,0,Weather,HIGH,3,2,157.7,1
SIM001309,12091,PRYJ,NCR,47,6,10,0.48,0,Clear,0,Signal,HIGH,4,0,455.4,1
SIM001310,12096,JHS,NCR,42,3,7,0.96,1,Clear,0,Rolling Stock,MEDIUM,3,0,285.2,1
SIM001311,12183,NDLS,NR,67,9,16,1.05,1,Clear,0,Infrastructure,HIGH,4,4,1210.0,1
SIM001312,12277,NDLS,NR,1,9,16,1.22,0,Storm,3,Weather,HIGH,0,0,1.0,0
SIM001313,12251,PRYJ,NCR,42,6,10,1.2,0,Heavy Rain,2,Infrastructure,HIGH,3,0,314.4,1
SIM001314,12058,NDLS,NR,4,9,16,1.03,0,Clear,0,Signal,HIGH,0,0,4.0,0
SIM001315,12082,GHY,NFR,35,4,6,0.59,0,Clear,0,Rolling Stock,HIGH,2,0,133.9,1
SIM001316,12253,PNBE,ECR,1,7,10,0.97,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM001317,12225,ASR,NR,27,4,6,0.49,0,Storm,3,Crew,MEDIUM,2,0,112.3,0
SIM001318,12051,COR,WCR,37,5,8,0.59,1,Clear,0,Rolling Stock,MEDIUM,3,2,240.1,1
SIM001319,12088,ERS,SR,29,3,5,0.21,1,Fog,2,Infrastructure,MEDIUM,2,0,136.1,0
SIM001320,12168,JBP,WCR,26,4,7,0.29,0,Clear,0,Signal,HIGH,2,0,95.3,1
SIM001321,12200,BPL,WCR,11,6,6,0.54,0,Heavy Rain,2,Infrastructure,HIGH,1,0,16.4,1
SIM001322,12309,PNBE,ECR,51,7,10,0.35,0,Clear,0,Crew,HIGH,4,0,493.7,1
SIM001323,12258,BCT,WR,14,6,7,0.63,0,Clear,0,Crew,HIGH,1,0,33.1,0
SIM001324,12245,NDLS,NR,42,9,16,0.9,0,Clear,0,Infrastructure,HIGH,3,0,272.5,1
SIM001325,12063,GAYA,ECR,4,3,7,0.21,1,Rain,1,Rolling Stock,MEDIUM,0,0,4.0,0
SIM001326,12271,PNBE,ECR,44,7,10,0.85,1,Clear,0,Passenger,HIGH,4,0,395.7,1
SIM001327,12239,BZA,SCR,41,5,10,0.21,1,Clear,0,Signal,HIGH,3,0,351.3,1
SIM001328,12091,VSKP,ECoR,1,5,8,0.5,0,Heavy Rain,2,Operational,HIGH,0,0,1.0,0
SIM001329,12294,PUNE,CR,88,5,6,0.83,0,Clear,0,Weather,HIGH,5,0,2884.5,1
SIM001330,12255,MAS,SR,40,9,12,0.9,1,Clear,0,Signal,HIGH,3,0,242.6,0
SIM001331,12022,JBP,WCR,50,4,7,0.29,1,Clear,0,Crew,HIGH,4,2,583.4,1
SIM001332,12100,PRYJ,NCR,1,6,10,0.54,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM001333,12093,ROU,SER,75,3,5,0.28,1,Clear,0,Rolling Stock,LOW,5,2,1671.0,1
SIM001334,12058,BBS,ECoR,11,6,6,0.31,0,Clear,0,Rolling Stock,HIGH,0,0,11.0,0
SIM001335,12236,MDU,SR,13,4,6,0.27,1,Clear,0,Infrastructure,MEDIUM,0,0,13.0,0
SIM001336,12027,COR,WCR,55,5,8,0.47,1,Heavy Rain,2,Crew,MEDIUM,4,0,705.5,1
SIM001337,12000,JP,NWR,1,6,7,0.85,1,Fog,2,Weather,HIGH,0,0,1.0,0
SIM001338,12017,UMB,NR,16,3,8,0.99,0,Clear,0,Weather,MEDIUM,1,0,33.6,0
SIM001339,12212,PRYJ,NCR,44,6,10,1.01,1,Fog,2,Signal,HIGH,3,2,369.0,1
SIM001340,12190,JU,NWR,46,3,6,0.28,0,Clear,0,Passenger,MEDIUM,4,0,574.4,0
SIM001341,12057,KGP,SER,45,5,9,0.98,1,Storm,3,Crew,HIGH,4,0,354.3,1
SIM001342,12184,ROU,SER,24,3,5,0.11,1,Fog,2,Passenger,LOW,2,0,80.4,1
SIM001343,12129,TVC,SR,19,5,5,1.02,1,Rain,1,Weather,HIGH,1,0,41.4,0
SIM001344,12173,PRYJ,NCR,1,6,10,0.71,1,Rain,1,Operational,HIGH,0,0,1.0,0
SIM001345,12269,HYB,SCR,8,1,6,0.65,0,Clear,0,Rolling Stock,MEDIUM,0,0,8.0,0
SIM001346,12071,SUR,CR,2,3,6,0.44,1,Clear,0,Rolling Stock,MEDIUM,0,0,2.0,0
SIM001347,12074,MAS,SR,24,9,12,0.61,1,Clear,0,Rolling Stock,HIGH,2,2,94.2,0
SIM001348,12080,PNBE,ECR,64,7,10,0.2,1,Clear,0,Passenger,HIGH,5,0,1068.4,1
SIM001349,12053,NDLS,NR,97,9,16,0.9,1,Fog,2,Crew,HIGH,6,2,3591.1,1
SIM001350,12092,KYN,CR,60,5,8,0.3,0,Clear,0,Rolling Stock,HIGH,4,0,849.0,1
SIM001351,12118,MS,SR,58,2,10,0.81,0,Clear,0,Weather,MEDIUM,4,0,488.0,0
SIM001352,12266,SBC,SWR,17,4,10,0.93,1,Clear,0,Infrastructure,HIGH,1,0,25.1,0
SIM001353,12172,NDLS,NR,7,9,16,0.79,1,Clear,0,Infrastructure,HIGH,0,0,7.0,0
SIM001354,12243,PRYJ,NCR,28,6,10,0.17,0,Clear,0,Crew,HIGH,2,0,99.4,1
SIM001355,12200,BPL,WCR,11,6,6,0.84,0,Heavy Rain,2,Infrastructure,HIGH,0,0,11.0,0
SIM001356,12080,NDLS,NR,43,9,16,0.49,1,Clear,0,Infrastructure,HIGH,4,0,347.2,1
SIM001357,12147,KYN,CR,28,5,8,1.05,0,Fog,2,Signal,HIGH,2,0,120.6,1
SIM001358,12086,MAS,SR,34,9,12,0.89,0,Fog,2,Crew,HIGH,3,0,169.6,0
SIM001359,12244,AII,NWR,16,3,6,0.68,1,Rain,1,Signal,MEDIUM,0,0,16.0,0
SIM001360,12172,VSKP,ECoR,33,5,8,0.46,1,Clear,0,Rolling Stock,HIGH,3,0,164.2,1
SIM001361,12224,COR,WCR,44,5,8,0.62,0,Clear,0,Crew,MEDIUM,3,0,285.3,1
SIM001362,12242,PRYJ,NCR,29,6,10,1.09,1,Storm,3,Signal,HIGH,2,0,98.8,1
SIM001363,12020,GKP,NER,35,5,10,1.09,1,Clear,0,Crew,HIGH,2,2,150.6,1
SIM001364,12316,HWH,ER,1,5,23,0.27,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM001365,12249,KGP,SER,21,5,9,1.16,1,Fog,2,Crew,HIGH,1,0,49.2,1
SIM001366,12063,GAYA,ECR,30,3,7,0.6,1,Clear,0,Weather,MEDIUM,2,2,128.4,0
SIM001367,12087,NGP,CR,19,7,8,0.47,1,Rain,1,Rolling Stock,HIGH,2,0,50.7,1
SIM001368,12108,BCT,WR,55,6,7,0.65,1,Rain,1,Crew,HIGH,4,0,606.2,1
SIM001369,12298,SC,SCR,1,7,10,0.19,0,Rain,1,Signal,HIGH,0,0,1.0,0
SIM001370,12173,MYS,SWR,1,2,5,0.32,1,Clear,0,Rolling Stock,MEDIUM,0,0,1.0,0
SIM001371,12285,SBC,SWR,40,4,10,1.28,1,Storm,3,Signal,HIGH,3,0,256.2,1
SIM001372,12199,SBC,SWR,17,4,10,0.77,1,Clear,0,Infrastructure,HIGH,1,0,24.0,0
SIM001373,12090,PNBE,ECR,8,7,10,0.36,1,Clear,0,Weather,HIGH,0,0,8.0,0
SIM001374,12114,NDLS,NR,13,9,16,0.27,0,Fog,2,Crew,HIGH,1,0,24.5,0
SIM001375,12101,PNBE,ECR,60,7,10,0.45,1,Heavy Rain,2,Weather,HIGH,4,2,894.1,1
SIM001376,12233,MAS,SR,4,9,12,0.77,0,Heavy Rain,2,Signal,HIGH,0,0,4.0,0
SIM001377,12141,BCT,WR,50,6,7,0.28,0,Storm,3,Weather,HIGH,4,0,541.0,1
SIM001378,12036,BWN,ER,1,3,6,0.16,1,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM001379,12083,BCT,WR,68,6,7,0.67,1,Clear,0,Crew,HIGH,5,2,1384.5,1
SIM001380,12083,BBS,ECoR,3,6,6,1.06,1,Rain,1,Infrastructure,HIGH,0,0,3.0,0
SIM001381,12105,PURI,ECoR,53,2,5,0.6,1,Clear,0,Weather,MEDIUM,4,0,360.9,1
SIM001382,12023,CSMT,CR,40,8,18,0.21,1,Clear,0,Rolling Stock,HIGH,3,2,362.3,1
SIM001383,12087,NGP,CR,3,7,8,0.22,1,Rain,1,Rolling Stock,HIGH,0,0,3.0,0
SIM001384,12040,TVC,SR,62,5,5,0.66,1,Rain,1,Signal,HIGH,4,0,842.6,0
SIM001385,12304,UBL,SWR,1,3,6,0.16,1,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM001386,12080,PNBE,ECR,64,7,10,0.93,1,Clear,0,Passenger,HIGH,4,0,881.4,1
SIM001387,12167,NGP,CR,34,7,8,1.29,0,Clear,0,Signal,HIGH,3,0,180.7,1
SIM001388,12311,KGP,SER,27,5,9,0.22,0,Clear,0,Rolling Stock,HIGH,2,0,101.8,1
SIM001389,12108,BCT,WR,1,6,7,0.95,1,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM001390,12246,PRYJ,NCR,1,6,10,1.28,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM001391,12254,CTC,ECoR,45,1,6,0.98,0,Storm,3,Rolling Stock,MEDIUM,3,0,120.5,1
SIM001392,12053,JP,NWR,45,6,7,0.75,1,Clear,0,Rolling Stock,HIGH,4,0,370.3,0
SIM001393,12133,JP,NWR,6,6,7,0.28,1,Clear,0,Infrastructure,HIGH,0,0,6.0,0
SIM001394,12106,ERS,SR,53,3,5,0.67,1,Clear,0,Operational,MEDIUM,4,2,739.9,0
SIM001395,12170,ASR,NR,10,4,6,0.61,1,Clear,0,Crew,MEDIUM,0,0,10.0,0
SIM001396,12140,SC,SCR,82,7,10,0.43,1,Clear,0,Signal,HIGH,5,2,1492.1,1
SIM001397,12284,SDAH,ER,45,3,20,1.27,0,Rain,1,Operational,HIGH,4,0,416.4,1
SIM001398,12179,PRYJ,NCR,12,6,10,0.5,1,Storm,3,Weather,HIGH,1,0,17.5,0
SIM001399,12045,BSP,SECR,59,6,8,0.76,0,Clear,0,Infrastructure,HIGH,4,0,743.5,1
SIM001400,12316,HWH,ER,15,5,23,0.79,1,Fog,2,Operational,HIGH,1,0,22.8,0
SIM001401,12037,MAS,SR,27,9,12,1.2,1,Clear,0,Signal,HIGH,2,0,100.0,0
SIM001402,12240,KGP,SER,1,5,9,0.38,1,Clear,0,Signal,HIGH,0,0,1.0,0
SIM001403,12235,BCT,WR,1,6,7,0.71,1,Fog,2,Passenger,HIGH,0,0,1.0,0
SIM001404,12252,COR,WCR,1,5,8,0.58,1,Storm,3,Signal,MEDIUM,0,0,1.0,0
SIM001405,12267,BCT,WR,43,6,7,0.2,0,Fog,2,Weather,HIGH,3,0,316.2,1
SIM001406,12184,BWN,ER,1,3,6,1.0,1,Rain,1,Crew,MEDIUM,0,0,1.0,0
SIM001407,12051,GHY,NFR,45,4,6,0.86,1,Clear,0,Signal,HIGH,4,2,312.5,1
SIM001408,12112,UMB,NR,15,3,8,0.63,1,Clear,0,Passenger,MEDIUM,1,0,29.5,0
SIM001409,12261,RTM,WR,60,4,6,0.36,1,Clear,0,Operational,MEDIUM,4,0,731.7,1
SIM001410,12286,MFP,ECR,1,3,6,0.69,0,Fog,2,Infrastructure,MEDIUM,0,0,1.0,0
SIM001411,12264,MAO,KR,15,3,5,0.58,1,Fog,2,Weather,MEDIUM,1,0,22.4,1
SIM001412,12035,MAO,KR,4,3,5,0.67,0,Clear,0,Passenger,MEDIUM,0,0,4.0,0
SIM001413,12264,KYN,CR,31,5,8,0.38,1,Clear,0,Crew,HIGH,2,0,137.4,1
SIM001414,12078,MDU,SR,1,4,6,0.53,1,Clear,0,Passenger,MEDIUM,0,0,1.0,0
SIM001415,12008,UBL,SWR,1,3,6,0.56,0,Fog,2,Crew,MEDIUM,0,0,1.0,0
SIM001416,12186,ASN,ER,40,4,8,0.24,1,Clear,0,Weather,MEDIUM,4,2,296.6,1
SIM001417,12035,UBL,SWR,81,3,6,0.18,0,Clear,0,Signal,MEDIUM,5,0,1631.8,1
SIM001418,12205,SC,SCR,4,7,10,0.38,0,Clear,0,Infrastructure,HIGH,0,0,4.0,0
SIM001419,12051,COR,WCR,12,5,8,0.5,1,Clear,0,Weather,MEDIUM,0,0,12.0,0
SIM001420,12249,MLDT,ER,29,5,5,0.46,1,Rain,1,Operational,LOW,2,2,138.8,1
SIM001421,12010,BSL,CR,21,3,7,0.95,1,Clear,0,Signal,MEDIUM,2,0,55.6,0
SIM001422,12248,HWH,ER,23,5,23,0.53,1,Clear,0,Weather,HIGH,2,0,70.4,1
SIM001423,12304,MAO,KR,1,3,5,0.18,1,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM001424,12183,GKP,NER,17,5,10,0.58,1,Clear,0,Weather,HIGH,1,0,40.7,1
SIM001425,12065,NDLS,NR,18,9,16,0.64,0,Rain,1,Infrastructure,HIGH,1,0,41.7,0
SIM001426,12190,JP,NWR,68,6,7,0.79,0,Clear,0,Infrastructure,HIGH,5,0,1129.3,0
SIM001427,12081,BCT,WR,32,6,7,0.88,1,Clear,0,Infrastructure,HIGH,3,0,163.5,1
SIM001428,12026,NDLS,NR,19,9,16,0.52,1,Clear,0,Operational,HIGH,2,0,50.7,1
SIM001429,12168,BPL,WCR,26,6,6,1.09,0,Clear,0,Signal,HIGH,2,0,96.4,1
SIM001430,12210,PUNE,CR,8,5,6,0.21,1,Clear,0,Crew,HIGH,0,0,8.0,0
SIM001431,12052,LDH,NR,80,3,6,0.86,1,Clear,0,Passenger,MEDIUM,5,2,2075.7,1
SIM001432,12217,MAS,SR,1,9,12,1.03,1,Clear,0,Crew,HIGH,0,0,1.0,0
SIM001433,12135,DURG,SECR,28,2,6,0.47,1,Clear,0,Operational,MEDIUM,2,0,88.6,1
SIM001434,12299,UMB,NR,46,3,8,0.33,1,Rain,1,Weather,MEDIUM,4,2,464.1,1
SIM001435,12247,PRYJ,NCR,1,6,10,0.59,0,Rain,1,Infrastructure,HIGH,0,0,1.0,0
SIM001436,12294,PUNE,CR,44,5,6,0.28,0,Clear,0,Operational,HIGH,3,0,379.6,1
SIM001437,12202,VSKP,ECoR,29,5,8,0.45,1,Clear,0,Infrastructure,HIGH,2,0,129.9,1
SIM001438,12114,SBC,SWR,48,4,10,0.42,0,Clear,0,Weather,HIGH,4,0,459.1,1
SIM001439,12319,KGP,SER,49,5,9,0.99,0,Clear,0,Operational,HIGH,3,0,427.5,1
SIM001440,12039,MYS,SWR,31,2,5,0.47,0,Rain,1,Operational,MEDIUM,2,0,101.7,1
SIM001441,12193,KGP,SER,19,5,9,0.7,1,Clear,0,Rolling Stock,HIGH,1,0,46.3,1
SIM001442,12241,BCT,WR,37,6,7,1.19,1,Heavy Rain,2,Operational,HIGH,3,0,203.4,1
SIM001443,12064,NDLS,NR,19,9,16,1.01,1,Clear,0,Crew,HIGH,1,0,45.7,0
SIM001444,12023,ASR,NR,62,4,6,0.63,1,Clear,0,Signal,MEDIUM,4,2,961.4,1
SIM001445,12007,JP,NWR,83,6,7,1.0,1,Clear,0,Rolling Stock,HIGH,5,0,2261.0,0
SIM001446,12069,LDH,NR,5,3,6,0.2,1,Clear,0,Operational,MEDIUM,0,0,5.0,0
SIM001447,12165,NGP,CR,19,7,8,0.19,1,Storm,3,Signal,HIGH,1,0,44.6,1
SIM001448,12032,RTM,WR,23,4,6,0.93,1,Clear,0,Signal,MEDIUM,2,0,59.9,1
SIM001449,12000,NJP,NFR,45,2,6,0.41,1,Clear,0,Signal,MEDIUM,3,2,263.6,1
SIM001450,12226,SUR,CR,65,3,6,0.81,1,Clear,0,Operational,MEDIUM,5,2,1191.7,1
SIM001451,12049,GHY,NFR,29,4,6,0.67,0,Clear,0,Passenger,HIGH,2,0,107.1,1
SIM001452,12285,ADI,WR,21,6,12,0.13,1,Clear,0,Weather,HIGH,1,0,48.0,0
SIM001453,12147,UBL,SWR,10,3,6,0.45,0,Clear,0,Operational,MEDIUM,0,0,10.0,0
SIM001454,12037,CBE,SR,64,5,6,0.38,1,Fog,2,Weather,MEDIUM,4,2,1021.6,0
SIM001455,12135,BSP,SECR,16,6,8,1.0,1,Clear,0,Weather,HIGH,1,0,30.3,1
SIM001456,12158,SBC,SWR,17,4,10,0.89,1,Clear,0,Crew,HIGH,1,0,28.9,1
SIM001457,12301,NDLS,NR,33,9,16,0.18,1,Rain,1,Infrastructure,HIGH,2,0,143.2,1
SIM001458,12131,MAS,SR,20,9,12,0.35,1,Rain,1,Passenger,HIGH,1,0,46.6,0
SIM001459,12122,UMB,NR,14,3,8,0.71,1,Rain,1,Weather,MEDIUM,1,0,33.0,0
SIM001460,12158,TVC,SR,30,5,5,1.24,1,Clear,0,Rolling Stock,HIGH,2,2,167.8,0
SIM001461,12003,BCT,WR,32,6,7,1.23,0,Heavy Rain,2,Rolling Stock,HIGH,3,0,162.3,1
SIM001462,12185,BBS,ECoR,25,6,6,0.16,1,Storm,3,Infrastructure,HIGH,2,0,69.1,0
SIM001463,12090,MFP,ECR,28,3,6,0.73,1,Clear,0,Passenger,MEDIUM,2,0,128.1,1
SIM001464,12121,PUNE,CR,42,5,6,0.43,0,Clear,0,Crew,HIGH,4,0,331.4,1
SIM001465,12318,COR,WCR,56,5,8,0.54,0,Clear,0,Crew,MEDIUM,4,0,607.7,1
SIM001466,12267,GHY,NFR,44,4,6,0.42,0,Clear,0,Passenger,HIGH,3,0,308.6,1
SIM001467,12058,VSKP,ECoR,45,5,8,0.77,0,Clear,0,Passenger,HIGH,4,0,402.0,1
SIM001468,12187,SDAH,ER,11,3,20,0.49,1,Clear,0,Operational,HIGH,1,0,16.6,1
SIM001469,12082,GHY,NFR,11,4,6,1.22,0,Clear,0,Rolling Stock,HIGH,1,0,16.6,1
SIM001470,12009,VSKP,ECoR,39,5,8,0.72,0,Clear,0,Passenger,HIGH,3,0,264.6,1
SIM001471,12162,MAO,KR,49,3,5,0.92,1,Heavy Rain,2,Operational,MEDIUM,4,0,484.1,1
SIM001472,12163,NDLS,NR,23,9,16,0.47,1,Storm,3,Passenger,HIGH,2,2,90.7,1
SIM001473,12285,ADI,WR,21,6,12,0.37,1,Clear,0,Weather,HIGH,2,0,55.6,0
SIM001474,12148,JBP,WCR,65,4,7,0.98,1,Clear,0,Infrastructure,HIGH,5,2,1371.0,1
SIM001475,12058,NDLS,NR,12,9,16,0.45,0,Rain,1,Infrastructure,HIGH,1,0,18.6,0
SIM001476,12047,MFP,ECR,5,3,6,0.64,1,Fog,2,Infrastructure,MEDIUM,0,0,5.0,0
SIM001477,12212,NDLS,NR,1,9,16,1.26,1,Fog,2,Operational,HIGH,0,0,1.0,0
SIM001478,12173,MYS,SWR,58,2,5,0.35,1,Clear,0,Passenger,MEDIUM,4,0,561.4,1
SIM001479,12027,COR,WCR,22,5,8,0.92,1,Clear,0,Operational,MEDIUM,2,0,67.9,1
SIM001480,12049,GHY,NFR,19,4,6,1.12,0,Clear,0,Crew,HIGH,1,0,43.9,1
SIM001481,12174,BBS,ECoR,63,6,6,0.31,0,Rain,1,Operational,HIGH,5,0,851.4,1
SIM001482,12261,HWH,ER,25,5,23,0.19,1,Clear,0,Operational,HIGH,2,0,91.1,1
SIM001483,12175,BPL,WCR,28,6,6,0.41,0,Rain,1,Signal,HIGH,2,0,103.6,1
SIM001484,12175,BPL,WCR,57,6,6,1.07,0,Clear,0,Passenger,HIGH,4,0,793.8,1
SIM001485,12065,NDLS,NR,14,9,16,0.59,0,Clear,0,Operational,HIGH,1,0,29.9,0
SIM001486,12224,COR,WCR,47,5,8,0.82,0,Fog,2,Passenger,MEDIUM,4,0,498.4,1
SIM001487,12054,COR,WCR,31,5,8,0.83,0,Clear,0,Rolling Stock,MEDIUM,2,0,144.8,1
SIM001488,12145,JP,NWR,64,6,7,0.69,1,Clear,0,Weather,HIGH,5,0,1150.9,0
SIM001489,12154,NGP,CR,71,7,8,0.54,0,Storm,3,Weather,HIGH,5,0,1445.0,1
SIM001490,12138,JP,NWR,50,6,7,0.38,1,Rain,1,Operational,HIGH,4,0,574.0,0
SIM001491,12124,SBC,SWR,37,4,10,0.72,1,Fog,2,Weather,HIGH,2,2,171.9,1
SIM001492,12244,MYS,SWR,22,2,5,0.22,1,Fog,2,Signal,MEDIUM,2,0,57.3,1
SIM001493,12116,ASN,ER,32,4,8,0.88,1,Storm,3,Weather,MEDIUM,2,2,169.9,1
SIM001494,12176,JHS,NCR,14,3,7,0.29,1,Rain,1,Signal,MEDIUM,1,0,33.3,1
SIM001495,12307,BCT,WR,33,6,7,0.71,1,Clear,0,Signal,HIGH,2,0,165.7,1
SIM001496,12048,BZA,SCR,21,5,10,0.82,1,Clear,0,Crew,HIGH,1,0,49.1,1
SIM001497,12059,MAS,SR,9,9,12,1.26,0,Clear,0,Signal,HIGH,0,0,9.0,0
SIM001498,12212,PRYJ,NCR,19,6,10,0.74,1,Clear,0,Signal,HIGH,1,0,46.5,1
SIM001499,12291,NJP,NFR,30,2,6,0.44,1,Fog,2,Signal,MEDIUM,2,2,106.6,1
SIM001500,12034,SUR,CR,1,3,6,0.12,1,Clear,0,Passenger,MEDIUM,0,0,1.0,0
SIM001501,12218,UBL,SWR,26,3,6,0.53,1,Clear,0,Operational,MEDIUM,2,0,114.5,1
SIM001502,12167,ST,WR,1,3,5,0.53,0,Storm,3,Operational,MEDIUM,0,0,1.0,0
SIM001503,12212,NDLS,NR,39,9,16,0.68,1,Clear,0,Crew,HIGH,3,2,331.4,1
SIM001504,12117,COR,WCR,27,5,8,0.85,1,Clear,0,Infrastructure,MEDIUM,2,2,105.3,1
SIM001505,12245,DLI,NR,29,3,10,0.46,0,Clear,0,Signal,HIGH,2,0,111.4,1
SIM001506,12255,KGP,SER,30,5,9,0.47,1,Clear,0,Passenger,HIGH,2,0,106.0,1
SIM001507,12178,MAS,SR,12,9,12,0.99,1,Clear,0,Infrastructure,HIGH,1,0,18.1,0
