route_id,train_number,sequence_no,station_id,distance_from_origin_km,scheduled_arrival,scheduled_departure,halt_minutes
12113_04,12113,4,NDLS,2401.3,05:01,05:03,2
12113_05,12113,5,PRYJ,2981.6,14:41,14:43,2
12113_06,12113,6,AGC,3410.9,21:50,21:50,0
12114_01,12114,1,UMB,0.0,12:45,12:45,0
12114_02,12114,2,NDLS,193.7,15:19,15:21,2
12114_03,12114,3,COR,601.5,20:46,20:48,2
12114_04,12114,4,BPL,865.2,00:17,00:19,2
12114_05,12114,5,SBC,2009.6,15:32,15:32,0
12115_01,12115,1,BSP,0.0,04:45,04:45,0
12115_02,12115,2,NGP,331.8,14:13,14:15,2
12115_03,12115,3,BCT,1030.0,10:10,10:10,0
12116_01,12116,1,NGP,0.0,18:30,18:30,0
12116_02,12116,2,BSP,331.8,22:55,22:57,2
12116_03,12116,3,ROU,612.0,02:39,02:41,2
12116_04,12116,4,KGP,866.3,06:03,06:05,2
12116_05,12116,5,HWH,975.2,07:30,07:32,2
12116_06,12116,6,ASN,1162.2,09:59,09:59,0
12117_01,12117,1,BPL,0.0,14:00,14:00,0
12117_02,12117,2,COR,263.7,19:51,19:53,2
12117_03,12117,3,NDLS,671.4,04:55,04:57,2
12117_04,12117,4,SDAH,1976.8,09:55,09:57,2
12117_05,12117,5,HWH,1980.0,09:59,09:59,0
12118_01,12118,1,MS,0.0,04:45,04:45,0
12118_02,12118,2,MAS,1.9,04:46,04:48,2
12118_03,12118,3,TVC,628.6,11:44,11:46,2
12118_04,12118,4,JP,2681.8,10:32,10:32,0
12119_01,12119,1,BPL,0.0,02:45,02:45,0
12119_02,12119,2,BZA,822.3,21:01,21:01,0
12120_01,12120,1,BCT,0.0,22:45,22:45,0
12120_02,12120,2,BBS,1370.2,21:35,21:37,2
12120_03,12120,3,CTC,1392.7,21:57,21:57,0
12121_01,12121,1,BZA,0.0,21:45,21:45,0
12121_02,12121,2,PUNE,749.0,14:23,14:25,2
12121_03,12121,3,KYN,860.2,16:51,16:51,0
12122_01,12122,1,UMB,0.0,15:00,15:00,0
12122_02,12122,2,NDLS,193.7,19:50,19:52,2
12122_03,12122,3,DLI,195.8,19:53,19:55,2
12122_04,12122,4,CSMT,1365.1,01:07,01:09,2
12122_05,12122,5,SC,1986.5,16:39,16:41,2
12122_06,12122,6,HYB,1992.5,16:48,16:48,0
12123_01,12123,1,SC,0.0,21:30,21:30,0
12123_02,12123,2,CSMT,621.4,07:51,07:53,2
12123_03,12123,3,SUR,975.5,13:45,13:45,0
12124_01,12124,1,BBS,0.0,03:00,03:00,0
12124_02,12124,2,VSKP,388.4,07:05,07:07,2
12124_03,12124,3,BZA,703.9,10:24,10:26,2
12124_04,12124,4,SC,950.9,13:00,13:02,2
12124_05,12124,5,SBC,1456.6,18:19,18:19,0
12125_01,12125,1,NJP,0.0,00:00,00:00,0
12125_02,12125,2,GHY,334.0,08:20,08:22,2
12125_03,12125,3,GKP,1168.7,05:13,05:15,2
12125_04,12125,4,PNBE,1386.4,10:39,10:39,0
12126_01,12126,1,UMB,0.0,11:30,11:30,0
12126_02,12126,2,NDLS,193.7,13:32,13:34,2
12126_03,12126,3,DLI,195.8,13:33,13:35,2
12126_04,12126,4,NGP,1051.5,22:34,22:36,2
12126_05,12126,5,BCT,1749.6,05:55,05:55,0
12127_01,12127,1,GHY,0.0,13:15,13:15,0
12127_02,12127,2,NJP,334.0,18:48,18:50,2
12127_03,12127,3,MLDT,522.4,21:57,21:59,2
12127_04,12127,4,BWN,723.4,01:18,01:18,0
12128_01,12128,1,PNBE,0.0,12:15,12:15,0
12128_02,12128,2,MFP,62.4,12:54,12:54,0
12129_01,12129,1,AII,0.0,14:30,14:30,0
12129_02,12129,2,JP,125.2,16:35,16:37,2
12129_03,12129,3,TVC,2178.4,02:48,02:48,0
12130_01,12130,1,JP,0.0,14:30,14:30,0
12130_02,12130,2,KYN,895.5,12:53,12:55,2
12130_03,12130,3,BBS,2228.9,22:13,22:15,2
12130_04,12130,4,CTC,2251.4,22:47,22:47,0
12131_01,12131,1,R,0.0,14:30,14:30,0
12131_02,12131,2,BSP,107.2,16:17,16:19,2
12131_03,12131,3,ROU,387.4,20:57,20:59,2
12131_04,12131,4,KGP,641.7,01:11,01:13,2
12131_05,12131,5,MAS,1911.8,22:21,22:23,2
12131_06,12131,6,TPJ,2218.5,03:28,03:28,0
12132_01,12132,1,TVC,0.0,13:30,13:30,0
12132_02,12132,2,MAS,626.7,05:10,05:12,2
12132_03,12132,3,SC,1146.7,18:10,18:12,2
12132_04,12132,4,CSMT,1768.1,09:42,09:44,2
12132_05,12132,5,DLI,2937.4,14:56,14:56,0
12133_01,12133,1,JP,0.0,12:45,12:45,0
12133_02,12133,2,COR,193.5,15:58,16:00,2
12133_03,12133,3,JBP,662.9,23:47,23:47,0
12134_01,12134,1,HWH,0.0,11:30,11:30,0
12134_02,12134,2,SDAH,3.1,11:33,11:35,2
12134_03,12134,3,NDLS,1308.5,09:18,09:20,2
12134_04,12134,4,VSKP,2672.1,08:02,08:04,2
12134_05,12134,5,BAM,2908.7,11:58,12:00,2
12134_06,12134,6,PURI,3030.6,14:00,14:00,0
12135_01,12135,1,DURG,0.0,21:45,21:45,0
12135_02,12135,2,BSP,132.6,23:13,23:15,2
12135_03,12135,3,PRYJ,508.3,03:23,03:25,2
12135_04,12135,4,NDLS,1088.6,09:50,09:50,0
12136_01,12136,1,VSKP,0.0,21:00,21:00,0
12136_02,12136,2,BBS,388.4,02:10,02:12,2
12136_03,12136,3,KYN,1721.8,19:57,19:59,2
12136_04,12136,4,CSMT,1768.0,20:34,20:34,0
12137_01,12137,1,ERS,0.0,09:15,09:15,0
12137_02,12137,2,MAS,555.6,16:39,16:41,2
12137_03,12137,3,SC,1075.6,23:35,23:37,2
12137_04,12137,4,SBC,1581.2,06:19,06:19,0
12138_01,12138,1,ERS,0.0,20:15,20:15,0
12138_02,12138,2,TVC,180.6,23:15,23:17,2
12138_03,12138,3,JP,2233.8,09:28,09:30,2
12138_04,12138,4,COR,2427.3,12:42,12:44,2
12138_05,12138,5,JBP,2896.7,20:31,20:33,2
12138_06,12138,6,ADI,3649.8,09:04,09:04,0
12139_01,12139,1,SC,0.0,23:15,23:15,0
12139_02,12139,2,BZA,247.0,05:25,05:27,2
12139_03,12139,3,VSKP,562.5,13:18,13:20,2
12139_04,12139,4,BBS,950.9,23:01,23:03,2
12139_05,12139,5,CTC,973.5,23:35,23:35,0
12140_01,12140,1,HYB,0.0,20:00,20:00,0
12140_02,12140,2,SC,6.0,20:08,20:10,2
12140_03,12140,3,MAS,526.0,07:41,07:43,2
12140_04,12140,4,KGP,1796.1,11:54,11:56,2
12140_05,12140,5,HWH,1905.0,14:19,14:19,0
12141_01,12141,1,DLI,0.0,18:30,18:30,0
12141_02,12141,2,NGP,855.7,05:54,05:56,2
12141_03,12141,3,BCT,1553.8,15:13,15:13,0
12142_01,12142,1,TATA,0.0,09:30,09:30,0
12142_02,12142,2,KGP,127.8,10:50,10:52,2
12142_03,12142,3,HWH,236.7,11:59,12:01,2
12142_04,12142,4,ASN,423.7,13:57,13:57,0
12143_01,12143,1,SBC,0.0,04:30,04:30,0
12143_02,12143,2,SC,505.6,12:55,12:57,2
12143_03,12143,3,MAS,1025.6,21:35,21:37,2
12143_04,12143,4,KGP,2295.7,18:45,18:47,2
12143_05,12143,5,PNBE,2722.6,01:52,01:54,2
12143_06,12143,6,GKP,2940.3,05:30,05:30,0
12144_01,12144,1,MS,0.0,05:30,05:30,0
12144_02,12144,2,MAS,1.9,05:32,05:32,0
12145_01,12145,1,ST,0.0,09:30,09:30,0
12145_02,12145,2,RTM,328.5,16:48,16:50,2
12145_03,12145,3,COR,550.6,21:44,21:46,2
12145_04,12145,4,JP,744.1,02:02,02:04,2
12145_05,12145,5,JU,1027.8,08:20,08:20,0
12146_01,12146,1,ADI,0.0,02:15,02:15,0
12146_02,12146,2,RTM,254.3,05:38,05:40,2
12146_03,12146,3,COR,476.4,08:36,08:38,2
12146_04,12146,4,NDLS,884.2,14:02,14:04,2
12146_05,12146,5,SDAH,2189.6,07:26,07:26,0
12147_01,12147,1,UBL,0.0,23:45,23:45,0
12147_02,12147,2,MAO,125.2,02:31,02:33,2
12147_03,12147,3,KYN,563.8,12:16,12:18,2
12147_04,12147,4,BBS,1897.2,17:54,17:54,0
12148_01,12148,1,JBP,0.0,02:45,02:45,0
12148_02,12148,2,ADI,753.1,12:47,12:47,0
12149_01,12149,1,CSMT,0.0,14:30,14:30,0
12149_02,12149,2,KYN,46.2,15:06,15:08,2
12149_03,12149,3,BBS,1379.6,08:53,08:55,2
12149_04,12149,4,CTC,1402.1,09:11,09:11,0
12150_01,12150,1,R,0.0,18:45,18:45,0
12150_02,12150,2,NGP,264.1,01:21,01:23,2
12150_03,12150,3,BPL,556.4,08:39,08:41,2
12150_04,12150,4,SBC,1700.9,13:16,13:16,0
12151_01,12151,1,ST,0.0,03:15,03:15,0
12151_02,12151,2,BCT,247.6,08:45,08:47,2
12151_03,12151,3,NGP,945.7,00:15,00:17,2
12151_04,12151,4,CSMT,1643.6,15:46,15:48,2
12151_05,12151,5,SC,2265.0,05:34,05:36,2
12151_06,12151,6,HYB,2271.0,05:43,05:43,0
12152_01,12152,1,JU,0.0,17:30,17:30,0
12152_02,12152,2,JP,283.6,00:35,00:37,2
12152_03,12152,3,KYN,1179.1,22:58,23:00,2
12152_04,12152,4,PUNE,1290.3,01:45,01:45,0
12153_01,12153,1,SC,0.0,20:45,20:45,0
12153_02,12153,2,BZA,247.0,02:55,02:57,2
12153_03,12153,3,VSKP,562.5,10:48,10:50,2
12153_04,12153,4,BBS,950.9,20:31,20:31,0
12154_01,12154,1,DURG,0.0,03:15,03:15,0
12154_02,12154,2,R,36.5,04:09,04:11,2
12154_03,12154,3,NGP,300.6,10:45,10:47,2
12154_04,12154,4,DLI,1156.3,08:09,08:09,0
12155_01,12155,1,NGP,0.0,03:00,03:00,0
12155_02,12155,2,DLI,855.7,22:00,22:00,0
12156_01,12156,1,PURI,0.0,12:45,12:45,0
12156_02,12156,2,BAM,121.9,14:22,14:24,2
12156_03,12156,3,VSKP,358.5,17:31,17:33,2
12156_04,12156,4,NDLS,1722.1,11:42,11:44,2
12156_05,12156,5,COR,2129.9,17:08,17:08,0
12157_01,12157,1,PRYJ,0.0,22:45,22:45,0
12157_02,12157,2,BSP,375.7,07:05,07:05,0
12158_01,12158,1,TVC,0.0,13:00,13:00,0
12158_02,12158,2,MAS,626.7,04:40,04:42,2
12158_03,12158,3,SC,1146.7,17:40,17:42,2
12158_04,12158,4,SBC,1652.3,06:18,06:18,0
12159_01,12159,1,RTM,0.0,08:00,08:00,0
12159_02,12159,2,COR,222.1,13:33,13:35,2
12159_03,12159,3,JP,415.6,18:23,18:25,2
12159_04,12159,4,AII,540.8,21:31,21:31,0
12160_01,12160,1,DURG,0.0,14:15,14:15,0
12160_02,12160,2,BSP,132.6,16:27,16:29,2
12160_03,12160,3,PRYJ,508.3,22:43,22:43,0
12161_01,12161,1,JBP,0.0,21:30,21:30,0
12161_02,12161,2,BSP,256.7,00:12,00:14,2
12161_03,12161,3,PRYJ,632.4,04:09,04:09,0
12162_01,12162,1,TPJ,0.0,11:00,11:00,0
12162_02,12162,2,MDU,115.7,13:34,13:36,2
12162_03,12162,3,TVC,320.5,18:07,18:09,2
12162_04,12162,4,JP,2373.7,15:44,15:46,2
12162_05,12162,5,KYN,3269.3,11:39,11:41,2
12162_06,12162,6,MAO,3707.8,21:23,21:23,0
12163_01,12163,1,JHS,0.0,03:45,03:45,0
12163_02,12163,2,PRYJ,329.9,09:14,09:16,2
12163_03,12163,3,NDLS,910.3,18:55,18:57,2
12163_04,12163,4,VSKP,2273.8,17:38,17:38,0
12164_01,12164,1,KYN,0.0,20:00,20:00,0
12164_02,12164,2,CSMT,46.2,20:46,20:48,2
12164_03,12164,3,NGP,744.1,08:24,08:26,2
12164_04,12164,4,BSP,1075.9,13:55,13:55,0
12165_01,12165,1,BSL,0.0,04:15,04:15,0
12165_02,12165,2,SUR,376.6,10:31,10:33,2
12165_03,12165,3,NGP,888.6,19:03,19:05,2
12165_04,12165,4,BCT,1586.7,06:41,06:41,0
12166_01,12166,1,SUR,0.0,06:15,06:15,0
12166_02,12166,2,NGP,512.0,20:52,20:54,2
12166_03,12166,3,BCT,1210.1,16:49,16:51,2
12166_04,12166,4,RTM,1746.8,08:09,08:09,0
12167_01,12167,1,ST,0.0,04:00,04:00,0
12167_02,12167,2,BCT,247.6,08:07,08:09,2
12167_03,12167,3,NGP,945.7,19:45,19:47,2
12167_04,12167,4,BPL,1238.1,00:38,00:38,0
12168_01,12168,1,VSKP,0.0,04:30,04:30,0
12168_02,12168,2,BZA,315.5,11:30,11:32,2
12168_03,12168,3,BPL,1137.8,05:47,05:49,2
12168_04,12168,4,JBP,1396.7,11:32,11:32,0
12169_01,12169,1,ADI,0.0,00:15,00:15,0
12169_02,12169,2,GHY,1967.2,09:02,09:04,2
12169_03,12169,3,GKP,2802.0,22:56,22:58,2
12169_04,12169,4,MFP,3015.0,02:29,02:29,0
12170_01,12170,1,CSMT,0.0,07:30,07:30,0
12170_02,12170,2,DLI,1169.3,16:54,16:56,2
12170_03,12170,3,NDLS,1171.4,16:58,17:00,2
12170_04,12170,4,ASR,1573.3,04:27,04:27,0
12171_01,12171,1,PUNE,0.0,04:45,04:45,0
12171_02,12171,2,PRYJ,1125.9,23:30,23:32,2
12171_03,12171,3,PNBE,1455.8,05:00,05:02,2
12171_04,12171,4,MFP,1518.2,06:03,06:03,0
12172_01,12172,1,MS,0.0,15:45,15:45,0
12172_02,12172,2,MAS,1.9,15:47,15:49,2
12172_03,12172,3,VSKP,611.5,07:02,07:04,2
12172_04,12172,4,NDLS,1975.0,17:07,17:09,2
12172_05,12172,5,SDAH,3280.4,01:45,01:45,0
12173_01,12173,1,MYS,0.0,03:45,03:45,0
12173_02,12173,2,SBC,124.2,05:24,05:26,2
12173_03,12173,3,BPL,1268.7,20:39,20:41,2
12173_04,12173,4,JHS,1538.4,00:15,00:17,2
12173_05,12173,5,PRYJ,1868.3,04:39,04:39,0
12174_01,12174,1,MAS,0.0,01:30,01:30,0
12174_02,12174,2,VSKP,609.6,15:02,15:04,2
12174_03,12174,3,BBS,998.0,23:40,23:40,0
12175_01,12175,1,JP,0.0,01:45,01:45,0
12175_02,12175,2,COR,193.5,06:03,06:05,2
12175_03,12175,3,BPL,457.2,11:54,11:56,2
12175_04,12175,4,BZA,1279.5,06:11,06:11,0
12176_01,12176,1,JBP,0.0,03:45,03:45,0
12176_02,12176,2,BPL,258.9,07:12,07:14,2
12176_03,12176,3,JHS,528.6,10:47,10:47,0
12177_01,12177,1,KGP,0.0,02:30,02:30,0
12177_02,12177,2,HWH,108.9,03:38,03:40,2
12177_03,12177,3,MLDT,380.6,06:30,06:32,2
12177_04,12177,4,NJP,569.1,08:29,08:29,0
12178_01,12178,1,ERS,0.0,08:30,08:30,0
12178_02,12178,2,MAS,555.6,14:20,14:22,2
12178_03,12178,3,KGP,1825.7,03:43,03:45,2
12178_04,12178,4,HWH,1934.6,04:51,04:53,2
12178_05,12178,5,BWN,2022.1,05:47,05:47,0
12179_01,12179,1,AGC,0.0,14:45,14:45,0
12179_02,12179,2,PRYJ,429.4,20:28,20:30,2
12179_03,12179,3,PNBE,759.3,00:52,00:54,2
12179_04,12179,4,KGP,1186.2,06:33,06:35,2
12179_05,12179,5,MAS,2456.3,23:30,23:32,2
12179_06,12179,6,ERS,3011.9,06:54,06:54,0
12180_01,12180,1,HWH,0.0,20:15,20:15,0
12180_02,12180,2,MLDT,271.7,03:02,03:04,2
12180_03,12180,3,NJP,460.2,07:45,07:47,2
12180_04,12180,4,GHY,794.1,16:06,16:08,2
12180_05,12180,5,ADI,2761.4,17:17,17:19,2
12180_06,12180,6,BCT,3212.8,04:34,04:34,0
12181_01,12181,1,GHY,0.0,13:30,13:30,0
12181_02,12181,2,NJP,334.0,20:55,20:55,0
12182_01,12182,1,ST,0.0,23:00,23:00,0
12182_02,12182,2,RTM,328.5,04:28,04:30,2
12182_03,12182,3,COR,550.6,08:10,08:12,2
12182_04,12182,4,JP,744.1,11:24,11:24,0
12183_01,12183,1,UMB,0.0,08:30,08:30,0
12183_02,12183,2,NDLS,193.7,11:43,11:45,2
12183_03,12183,3,PRYJ,774.0,21:24,21:26,2
12183_04,12183,4,PNBE,1103.9,02:53,02:55,2
12183_05,12183,5,GKP,1321.6,06:31,06:33,2
12183_06,12183,6,GHY,2156.3,20:26,20:26,0
12184_01,12184,1,BWN,0.0,02:00,02:00,0
12184_02,12184,2,HWH,87.5,03:56,03:58,2
12184_03,12184,3,KGP,196.4,06:21,06:23,2
12184_04,12184,4,ROU,450.6,12:00,12:02,2
12184_05,12184,5,BSP,730.8,18:14,18:16,2
12184_06,12184,6,R,838.0,20:37,20:37,0
12185_01,12185,1,RTM,0.0,03:30,03:30,0
12185_02,12185,2,BCT,536.7,09:08,09:10,2
12185_03,12185,3,BBS,1906.9,23:34,23:36,2
12185_04,12185,4,KYN,3240.3,13:36,13:36,0
12186_01,12186,1,ADI,0.0,18:30,18:30,0
12186_02,12186,2,GHY,1967.2,20:43,20:45,2
12186_03,12186,3,NJP,2301.2,01:10,01:12,2
12186_04,12186,4,MLDT,2489.6,03:41,03:43,2
12186_05,12186,5,ASN,2681.9,06:15,06:15,0
12187_01,12187,1,BSP,0.0,21:45,21:45,0
12187_02,12187,2,PRYJ,375.7,02:45,02:47,2
12187_03,12187,3,NDLS,956.0,10:29,10:31,2
12187_04,12187,4,SDAH,2261.4,03:54,03:54,0
12188_01,12188,1,BPL,0.0,09:30,09:30,0
12188_02,12188,2,JBP,258.9,12:13,12:15,2
12188_03,12188,3,BSP,515.6,14:55,14:57,2
12188_04,12188,4,ROU,795.9,17:52,17:54,2
12188_05,12188,5,TATA,944.8,19:26,19:26,0
12189_01,12189,1,ASR,0.0,06:15,06:15,0
12189_02,12189,2,NDLS,401.9,11:36,11:38,2
12189_03,12189,3,SDAH,1707.3,05:00,05:02,2
12189_04,12189,4,HWH,1710.4,05:03,05:03,0
12190_01,12190,1,BSP,0.0,03:30,03:30,0
12190_02,12190,2,JBP,256.7,07:46,07:48,2
12190_03,12190,3,COR,726.1,15:36,15:38,2
12190_04,12190,4,JP,919.7,18:49,18:51,2
12190_05,12190,5,JU,1203.3,23:33,23:33,0
12191_01,12191,1,JBP,0.0,08:15,08:15,0
12191_02,12191,2,COR,469.4,16:04,16:06,2
12191_03,12191,3,JP,662.9,19:17,19:19,2
12191_04,12191,4,TVC,2716.2,05:31,05:33,2
12191_05,12191,5,MDU,2921.0,08:56,08:56,0
12192_01,12192,1,ADI,0.0,19:00,19:00,0
12192_02,12192,2,GHY,1967.2,03:12,03:12,0
12193_01,12193,1,ERS,0.0,08:00,08:00,0
12193_02,12193,2,MAS,555.6,23:52,23:54,2
12193_03,12193,3,KGP,1825.7,12:09,12:11,2
12193_04,12193,4,ROU,2080.0,19:25,19:27,2
12193_05,12193,5,BSP,2360.2,03:26,03:26,0
12194_01,12194,1,MFP,0.0,09:30,09:30,0
12194_02,12194,2,PNBE,62.4,11:03,11:05,2
12194_03,12194,3,PRYJ,392.3,19:18,19:20,2
12194_04,12194,4,NDLS,972.6,09:48,09:50,2
12194_05,12194,5,VSKP,2336.2,19:54,19:54,0
12195_01,12195,1,ASR,0.0,04:45,04:45,0
12195_02,12195,2,NDLS,401.9,11:26,11:28,2
12195_03,12195,3,DLI,404.0,11:29,11:31,2
12195_04,12195,4,CSMT,1573.3,06:58,06:58,0
12196_01,12196,1,SUR,0.0,00:00,00:00,0
12196_02,12196,2,NGP,512.0,12:47,12:49,2
12196_03,12196,3,BSP,843.8,21:05,21:07,2
12196_04,12196,4,ROU,1124.0,04:06,04:08,2
12196_05,12196,5,KGP,1378.3,10:27,10:29,2
12196_06,12196,6,HWH,1487.1,13:10,13:12,2
12196_07,12196,7,BWN,1574.6,15:21,15:21,0
12197_01,12197,1,SBC,0.0,13:45,13:45,0
12197_02,12197,2,SC,505.6,22:10,22:12,2
12197_03,12197,3,MAS,1025.6,06:50,06:52,2
12197_04,12197,4,MS,1027.5,06:52,06:52,0
12198_01,12198,1,LDH,0.0,23:30,23:30,0
12198_02,12198,2,NDLS,283.4,04:13,04:15,2
12198_03,12198,3,PRYJ,863.7,13:53,13:55,2
12198_04,12198,4,PNBE,1193.6,19:23,19:23,0
12199_01,12199,1,MYS,0.0,01:15,01:15,0
12199_02,12199,2,SBC,124.2,02:54,02:56,2
12199_03,12199,3,SC,629.8,09:38,09:40,2
12199_04,12199,4,MAS,1149.7,16:34,16:36,2
12199_05,12199,5,CBE,1577.9,22:17,22:17,0
12200_01,12200,1,PNBE,0.0,21:00,21:00,0
12200_02,12200,2,PRYJ,329.9,05:14,05:16,2
12200_03,12200,3,JHS,659.8,13:29,13:31,2
12200_04,12200,4,BPL,929.5,20:14,20:16,2
12200_05,12200,5,SBC,2074.0,00:51,00:53,2
12200_06,12200,6,UBL,2447.1,10:10,10:10,0
12201_01,12201,1,VSKP,0.0,15:45,15:45,0
12201_02,12201,2,NDLS,1363.6,01:50,01:52,2
12201_03,12201,3,SDAH,2668.9,10:28,10:30,2
12201_04,12201,4,MLDT,2942.8,17:19,17:21,2
12201_05,12201,5,NJP,3131.3,22:01,22:01,0
12202_01,12202,1,GKP,0.0,16:00,16:00,0
12202_02,12202,2,PNBE,217.7,19:37,19:39,2
12202_03,12202,3,PRYJ,547.6,01:07,01:09,2
12202_04,12202,4,NDLS,1127.9,10:47,10:49,2
12202_05,12202,5,VSKP,2491.4,09:31,09:31,0
12203_01,12203,1,ASR,0.0,21:45,21:45,0
12203_02,12203,2,NDLS,401.9,04:26,04:28,2
12203_03,12203,3,PRYJ,982.2,14:07,14:09,2
12203_04,12203,4,PNBE,1312.1,19:37,19:39,2
12203_05,12203,5,GKP,1529.8,23:14,23:16,2
12203_06,12203,6,GHY,2364.5,13:09,13:09,0
12204_01,12204,1,MS,0.0,07:45,07:45,0
12204_02,12204,2,MAS,1.9,07:46,07:48,2
12204_03,12204,3,KGP,1272.0,04:56,04:58,2
12204_04,12204,4,ROU,1526.2,09:11,09:13,2
12204_05,12204,5,BSP,1806.5,13:51,13:51,0
12205_01,12205,1,ERS,0.0,09:15,09:15,0
12205_02,12205,2,MAS,555.6,15:25,15:27,2
12205_03,12205,3,SC,1075.6,21:12,21:14,2
12205_04,12205,4,CSMT,1697.0,04:06,04:08,2
12205_05,12205,5,BSL,2084.0,08:24,08:24,0
12206_01,12206,1,MYS,0.0,09:30,09:30,0
12206_02,12206,2,SBC,124.2,13:02,13:04,2
12206_03,12206,3,SC,629.8,03:29,03:31,2
12206_04,12206,4,MAS,1149.7,18:20,18:22,2
12206_05,12206,5,KGP,2419.8,06:38,06:40,2
12206_06,12206,6,HWH,2528.7,09:44,09:46,2
12206_07,12206,7,ASN,2715.8,15:05,15:05,0
12207_01,12207,1,SDAH,0.0,13:15,13:15,0
12207_02,12207,2,NDLS,1305.4,06:39,06:41,2
12207_03,12207,3,DLI,1307.5,06:40,06:42,2
12207_04,12207,4,CSMT,2476.7,22:16,22:16,0
12208_01,12208,1,ASN,0.0,07:30,07:30,0
12208_02,12208,2,DHN,54.8,08:13,08:15,2
12208_03,12208,3,PNBE,295.1,11:26,11:28,2
12208_04,12208,4,PRYJ,625.0,15:49,15:51,2
12208_05,12208,5,AGC,1054.3,21:33,21:33,0
12209_01,12209,1,SUR,0.0,01:45,01:45,0
12209_02,12209,2,NGP,512.0,13:07,13:09,2
12209_03,12209,3,BPL,804.3,19:37,19:39,2
12209_04,12209,4,JHS,1074.0,01:37,01:37,0
12210_01,12210,1,PUNE,0.0,10:45,10:45,0
12210_02,12210,2,KYN,111.2,13:13,13:15,2
12210_03,12210,3,JP,1006.7,09:07,09:07,0
12211_01,12211,1,CBE,0.0,13:30,13:30,0
12211_02,12211,2,TVC,279.6,20:29,20:31,2
12211_03,12211,3,JP,2332.8,23:49,23:51,2
12211_04,12211,4,COR,2526.3,04:39,04:41,2
12211_05,12211,5,BPL,2790.0,11:15,11:17,2
12211_06,12211,6,JHS,3059.7,17:59,17:59,0
12212_01,12212,1,SDAH,0.0,10:15,10:15,0
12212_02,12212,2,NDLS,1305.4,00:45,00:47,2
12212_03,12212,3,PRYJ,1885.7,07:12,07:14,2
12212_04,12212,4,JHS,2215.6,10:52,10:52,0
12213_01,12213,1,ADI,0.0,22:30,22:30,0
12213_02,12213,2,BCT,451.4,04:31,04:33,2
12213_03,12213,3,NGP,1149.6,13:49,13:51,2
12213_04,12213,4,CSMT,1847.4,23:07,23:09,2
12213_05,12213,5,SC,2468.8,07:25,07:25,0
12214_01,12214,1,KYN,0.0,07:45,07:45,0
12214_02,12214,2,BBS,1333.3,21:50,21:52,2
12214_03,12214,3,BCT,2703.6,12:59,13:01,2
12214_04,12214,4,ADI,3155.0,01:53,01:55,2
12214_05,12214,5,GHY,5122.2,10:05,10:05,0
12215_01,12215,1,TVC,0.0,12:30,12:30,0
12215_02,12215,2,JP,2053.2,15:52,15:54,2
12215_03,12215,3,COR,2246.8,18:27,18:29,2
12215_04,12215,4,BPL,2510.4,21:58,22:00,2
12215_05,12215,5,JHS,2780.1,01:34,01:34,0
12216_01,12216,1,SBC,0.0,05:00,05:00,0
12216_02,12216,2,BPL,1144.5,00:04,00:06,2
12216_03,12216,3,COR,1408.1,04:28,04:30,2
12216_04,12216,4,NDLS,1815.9,11:15,11:17,2
12216_05,12216,5,LDH,2099.3,15:59,15:59,0
12217_01,12217,1,MAS,0.0,16:15,16:15,0
12217_02,12217,2,SC,520.0,00:54,00:56,2
12217_03,12217,3,HYB,526.0,01:00,01:00,0
12218_01,12218,1,MAO,0.0,23:15,23:15,0
12218_02,12218,2,UBL,125.2,01:20,01:22,2
12218_03,12218,3,MYS,501.7,07:36,07:36,0
12219_01,12219,1,PURI,0.0,06:15,06:15,0
12219_02,12219,2,BAM,121.9,08:16,08:18,2
12219_03,12219,3,VSKP,358.5,12:13,12:15,2
12219_04,12219,4,NDLS,1722.1,10:57,10:59,2
12219_05,12219,5,SDAH,3027.5,08:42,08:44,2
12219_06,12219,6,HWH,3030.6,08:45,08:45,0
12220_01,12220,1,ERS,0.0,20:00,20:00,0
12220_02,12220,2,MAS,555.6,11:52,11:54,2
12220_03,12220,3,KGP,1825.7,00:09,00:11,2
12220_04,12220,4,HWH,1934.6,03:16,03:18,2
12220_05,12220,5,BWN,2022.1,05:46,05:46,0
12221_01,12221,1,MFP,0.0,14:45,14:45,0
12221_02,12221,2,PNBE,62.4,16:18,16:20,2
12221_03,12221,3,PRYJ,392.3,00:33,00:35,2
12221_04,12221,4,JHS,722.3,08:48,08:50,2
12221_05,12221,5,BPL,992.0,15:32,15:34,2
12221_06,12221,6,SBC,2136.4,20:09,20:11,2
12221_07,12221,7,MYS,2260.6,23:15,23:15,0
12222_01,12222,1,R,0.0,20:30,20:30,0
12222_02,12222,2,BSP,107.2,21:55,21:57,2
12222_03,12222,3,JBP,363.9,01:21,01:23,2
12222_04,12222,4,COR,833.3,07:36,07:36,0
12223_01,12223,1,BPL,0.0,14:00,14:00,0
12223_02,12223,2,BZA,822.3,03:42,03:44,2
12223_03,12223,3,SC,1069.4,07:49,07:51,2
12223_04,12223,4,HYB,1075.4,07:55,07:55,0
12224_01,12224,1,JU,0.0,08:00,08:00,0
12224_02,12224,2,JP,283.6,15:05,15:07,2
12224_03,12224,3,COR,477.2,19:55,19:57,2
12224_04,12224,4,JBP,946.6,07:39,07:41,2
12224_05,12224,5,ADI,1699.6,02:29,02:31,2
